address,address_name,id,name,point,rubrics,type,address_comment,full_name,purpose_name,_collected_at,lat,lon,cluster
"{'building_id': '5348660212719667', 'building_name': None, 'components': array([{'number': '22', 'street': 'Краснопутиловская улица', 'street_id': '5348763291877741', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198152'}","Краснопутиловская улица, 22",5348552838686115,"Средняя школа №501, школа с углубленным изучением информатики и ИКТ","{'lat': 59.871883, 'lon': 30.269802}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-4 этаж,"Санкт-Петербург, Краснопутиловская улица, 22",Школа,2025-11-25 15:10:10.063090,59.871883,30.269802,2
"{'building_id': '5348660212708683', 'building_name': None, 'components': array([{'number': '9', 'street': 'улица Маршала Говорова', 'street_id': '5348763291877435', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198188'}","улица Маршала Говорова, 9",5348552838706046,Гимназия №397,"{'lat': 59.877375, 'lon': 30.266719}","[{'alias': 'gimnazii', 'id': '683', 'kind': 'primary', 'name': 'Гимназии', 'parent_id': '6', 'short_id': 683}]",branch,,"Санкт-Петербург, улица Маршала Говорова, 9",Школа,2025-11-25 15:10:10.063090,59.877375,30.266719,2
"{'building_id': '5348660212707544', 'building_name': None, 'components': array([{'number': '4', 'street': 'улица Зои Космодемьянской', 'street_id': '5348763291877638', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198095'}","улица Зои Космодемьянской, 4",5348552838686026,Средняя школа №381,"{'lat': 59.892896, 'lon': 30.272262}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Зои Космодемьянской, 4",Школа,2025-11-25 15:10:10.063090,59.892896,30.272262,2
"{'building_id': '5348660212686533', 'building_name': None, 'components': array([{'number': '9', 'street': 'Новостроек', 'street_id': '5348763291877796', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198152'}","Новостроек, 9",5348552838602555,"Дельта, частная школа","{'lat': 59.875056, 'lon': 30.26507}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-2 этаж,,,2025-11-25 15:10:10.063090,59.875056,30.26507,2
"{'building_id': '5348660212708610', 'building_name': None, 'components': array([{'number': '26', 'street': 'Новостроек', 'street_id': '5348763291877796', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198188'}","Новостроек, 26",70000001020272559,"Средняя школа №501, школа с углубленным изучением информатики и ИКТ","{'lat': 59.874305, 'lon': 30.272331}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Новостроек, 26",Школа,2025-11-25 15:10:10.063090,59.874305,30.272331,2
"{'building_id': '5348660212672778', 'building_name': None, 'components': array([{'number': '20', 'street': 'улица Возрождения', 'street_id': '5348763291877852', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198188'}","улица Возрождения, 20",70000001091333042,"Учим Химию, школа","{'lat': 59.882075, 'lon': 30.271507}","[{'alias': 'pomoshh_v_obuchenii', 'id': '1181', 'kind': 'primary', 'name': 'Помощь в обучении', 'parent_id': '6', 'short_id': 1181}]",branch,6 офис; 4 этаж,,,2025-11-25 15:10:10.063090,59.882075,30.271507,2
"{'building_id': '5348660212727043', 'building_name': None, 'components': array([{'number': '15 к2', 'street': 'улица Лёни Голикова', 'street_id': '5348763291878327', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198262'}","улица Лёни Голикова, 15 к2",5348552838682223,Средняя школа №221,"{'lat': 59.8449, 'lon': 30.225658}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Лёни Голикова, 15 к2",Школа,2025-11-25 15:10:10.063090,59.8449,30.225658,2
"{'building_id': '5348660212730412', 'building_name': None, 'components': array([{'number': '80', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 80",5348552838682284,Лицей №244,"{'lat': 59.832105, 'lon': 30.215691}","[{'alias': 'licei', 'id': '15287', 'kind': 'primary', 'name': 'Лицеи', 'parent_id': '6', 'short_id': 15287}]",branch,1-4 этаж,"Санкт-Петербург, проспект Ветеранов, 80",Школа,2025-11-25 15:10:10.063090,59.832105,30.215691,4
"{'building_id': '5348660212731443', 'building_name': None, 'components': array([{'number': '33 лит А', 'street': 'Стойкости', 'street_id': '5348763291879971', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","Стойкости, 33 лит А",5348552838685876,Средняя школа №283,"{'lat': 59.828718, 'lon': 30.198838}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Стойкости, 33 лит А",Школа,2025-11-25 15:10:10.063090,59.828718,30.198838,4
"{'building_id': '5348660212731446', 'building_name': None, 'components': array([{'number': '114 к2', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 114 к2",5348552838686017,Лицей №378,"{'lat': 59.831723, 'lon': 30.198864}","[{'alias': 'licei', 'id': '15287', 'kind': 'primary', 'name': 'Лицеи', 'parent_id': '6', 'short_id': 15287}]",branch,,"Санкт-Петербург, проспект Ветеранов, 114 к2",Школа,2025-11-25 15:10:10.063090,59.831723,30.198864,4
"{'building_id': '5348660212732835', 'building_name': None, 'components': array([{'number': '114 к1', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","проспект Ветеранов, 114 к1",70000001052617766,"Морошка, частная школа","{'lat': 59.832517, 'lon': 30.196125}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}
 {'alias': 'detskie_lagerya', 'id': '270', 'kind': 'additional', 'name': 'Детские лагеря', 'parent_id': '8', 'short_id': 270}
 {'alias': 'centry_rannego_razvitiya_detejj', 'id': '5683', 'kind': 'additional', 'name': 'Центры раннего развития детей', 'parent_id': '6', 'short_id': 5683}
 {'alias': 'chastnye_detskie_sady', 'id': '110405', 'kind': 'additional', 'name': 'Частные детские сады', 'parent_id': '6', 'short_id': 110405}
 {'alias': 'logoped', 'id': '10446', 'kind': 'additional', 'name': 'Логопед', 'parent_id': '5', 'short_id': 10446}]",branch,,,,2025-11-25 15:10:10.063090,59.832517,30.196125,4
"{'building_id': '5348660212730944', 'building_name': None, 'components': array([{'number': '87 к2', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","проспект Ветеранов, 87 к2",5348552838686077,"Средняя школа №392, школа с углубленным изучением французского языка","{'lat': 59.835737, 'lon': 30.21963}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-3 этаж,"Санкт-Петербург, проспект Ветеранов, 87 к2",Школа,2025-11-25 15:10:10.063090,59.835737,30.21963,4
"{'building_id': '5348660212754095', 'building_name': None, 'components': array([{'number': '9', 'street': 'улица Бурцева', 'street_id': '5348763291879942', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","улица Бурцева, 9",5348552838685118,Средняя школа №254,"{'lat': 59.835795, 'lon': 30.204269}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Бурцева, 9",Школа,2025-11-25 15:10:10.063090,59.835795,30.204269,4
"{'building_id': '5348660212729550', 'building_name': None, 'components': array([{'number': '47 к1', 'street': 'улица Козлова', 'street_id': '5348763291879937', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","улица Козлова, 47 к1",5348552838686163,"Средняя школа №506, школа с углубленным изучением иностранных языков","{'lat': 59.828967, 'lon': 30.227273}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-3 этаж,"Санкт-Петербург, улица Козлова, 47 к1",Школа,2025-11-25 15:10:10.063090,59.828967,30.227273,4
"{'building_id': '5348660212730168', 'building_name': None, 'components': array([{'number': '17 к2', 'street': 'Стойкости', 'street_id': '5348763291879971', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","Стойкости, 17 к2",5348552838682255,Школа №223,"{'lat': 59.829807, 'lon': 30.211154}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Стойкости, 17 к2",Школа,2025-11-25 15:10:10.063090,59.829807,30.211154,4
"{'building_id': '5348660212729546', 'building_name': None, 'components': array([{'number': '37 к1', 'street': 'улица Козлова', 'street_id': '5348763291879937', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","улица Козлова, 37 к1",5348552838682322,Средняя школа №250,"{'lat': 59.831771, 'lon': 30.224465}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-3 этаж,"Санкт-Петербург, улица Козлова, 37 к1",Школа,2025-11-25 15:10:10.063090,59.831771,30.224465,4
"{'building_id': '5348660212729882', 'building_name': None, 'components': array([{'number': '15 к2 лит А', 'street': 'улица Солдата Корзуна', 'street_id': '5348763291879911', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198260'}","улица Солдата Корзуна, 15 к2 лит А",5348552838682330,"Средняя школа №506, школа с углубленным изучением иностранных языков","{'lat': 59.827202, 'lon': 30.219478}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Солдата Корзуна, 15 к2 лит А",Школа,2025-11-25 15:10:10.063090,59.827202,30.219478,4
"{'building_id': '5348660212727055', 'building_name': None, 'components': array([{'number': '23 к6', 'street': 'улица Лёни Голикова', 'street_id': '5348763291878327', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198262'}","улица Лёни Голикова, 23 к6",5348552838686263,"Хореография, средняя школа №654 с углубленным изучением предметов художественно-эстетического цикла","{'lat': 59.842981, 'lon': 30.224642}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-2 этаж,"Санкт-Петербург, улица Лёни Голикова, 23 к6",Школа,2025-11-25 15:10:10.063090,59.842981,30.224642,2
"{'building_id': '5348660212730911', 'building_name': None, 'components': array([{'number': '12 лит А', 'street': 'улица Бурцева', 'street_id': '5348763291879942', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198261'}","улица Бурцева, 12 лит А",5348552838682274,Средняя школа №254,"{'lat': 59.837078, 'lon': 30.207334}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Бурцева, 12 лит А",Школа,2025-11-25 15:10:10.063090,59.837078,30.207334,4
"{'building_id': '5348660212723045', 'building_name': None, 'components': array([{'number': '20', 'street': 'Трамвайный проспект', 'street_id': '5348763291878114', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Трамвайный проспект, 20",70000001028948208,"Взмах, частная школа","{'lat': 59.854906, 'lon': 30.270903}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}
 {'alias': 'pomoshh_v_obuchenii', 'id': '1181', 'kind': 'additional', 'name': 'Помощь в обучении', 'parent_id': '6', 'short_id': 1181}
 {'alias': 'centry_rannego_razvitiya_detejj', 'id': '5683', 'kind': 'additional', 'name': 'Центры раннего развития детей', 'parent_id': '6', 'short_id': 5683}
 {'alias': 'kursy_tvorchestva_dlya_detejj', 'id': '13789', 'kind': 'additional', 'name': 'Курсы творчества для детей', 'parent_id': '2', 'short_id': 13789}]",branch,1 этаж,"Санкт-Петербург, Трамвайный проспект, 20",Школа,2025-11-25 15:10:10.063090,59.854906,30.270903,2
"{'building_id': '5348660212726869', 'building_name': None, 'components': array([{'number': '3 к2', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198262'}","Дачный проспект, 3 к2",5348552838686225,Средняя школа №585,"{'lat': 59.848654, 'lon': 30.239255}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Дачный проспект, 3 к2",Школа,2025-11-25 15:10:10.063090,59.848654,30.239255,2
"{'building_id': '5348660212727225', 'building_name': None, 'components': array([{'number': '57', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 57 лит А",5348552838682298,Средняя школа №249,"{'lat': 59.840214, 'lon': 30.231944}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, проспект Ветеранов, 57",Школа,2025-11-25 15:10:10.063090,59.840214,30.231944,2
"{'building_id': '5348660212726865', 'building_name': None, 'components': array([{'number': '39', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 39",70000001020656079,Школа №277,"{'lat': 59.843275, 'lon': 30.239593}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-4 этаж,"Санкт-Петербург, проспект Ветеранов, 39",Школа,2025-11-25 15:10:10.063090,59.843275,30.239593,2
"{'building_id': '5348660212713488', 'building_name': None, 'components': array([{'number': '5', 'street': 'Автовская улица', 'street_id': '5348763291877856', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Автовская улица, 5",5348552838706580,Лицей №393,"{'lat': 59.866609, 'lon': 30.267858}","[{'alias': 'licei', 'id': '15287', 'kind': 'primary', 'name': 'Лицеи', 'parent_id': '6', 'short_id': 15287}]",branch,1-4 этаж,"Санкт-Петербург, Автовская улица, 5",Школа,2025-11-25 15:10:10.063090,59.866609,30.267858,2
"{'building_id': '5348660212728105', 'building_name': None, 'components': array([{'number': '104', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","бульвар Новаторов, 104",5348552838685861,Средняя школа №282,"{'lat': 59.839955, 'lon': 30.252601}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, бульвар Новаторов, 104",Школа,2025-11-25 15:10:10.063090,59.839955,30.252601,2
"{'building_id': '5348660212723870', 'building_name': None, 'components': array([{'number': '25 к2', 'street': 'улица Зины Портновой', 'street_id': '5348763291878149', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","улица Зины Портновой, 25 к2",5348552838706563,Лицей №387,"{'lat': 59.848422, 'lon': 30.252306}","[{'alias': 'licei', 'id': '15287', 'kind': 'primary', 'name': 'Лицеи', 'parent_id': '6', 'short_id': 15287}]",branch,,"Санкт-Петербург, улица Зины Портновой, 25 к2",Школа,2025-11-25 15:10:10.063090,59.848422,30.252306,2
"{'building_id': '5348660212723902', 'building_name': None, 'components': array([{'number': '14', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198215'}","проспект Ветеранов, 14",5348552838685761,Школа №277,"{'lat': 59.844916, 'lon': 30.256874}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, проспект Ветеранов, 14",Школа,2025-11-25 15:10:10.063090,59.844916,30.256874,2
"{'building_id': '5348660212723084', 'building_name': None, 'components': array([{'number': '52', 'street': 'улица Подводника Кузьмина', 'street_id': '5348763291878304', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198215'}","улица Подводника Кузьмина, 52",5348552838686200,"Средняя школа №539, с углубленным изучением иностранных языков","{'lat': 59.84218, 'lon': 30.269476}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Подводника Кузьмина, 52",Школа,2025-11-25 15:10:10.063090,59.84218,30.269476,2
"{'building_id': '5348660212723706', 'building_name': None, 'components': array([{'number': '103', 'street': 'Народного Ополчения проспект', 'street_id': '5348763291878222', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198215'}","Народного Ополчения проспект, 103",5348552838706036,Гимназия №248,"{'lat': 59.839967, 'lon': 30.267661}","[{'alias': 'gimnazii', 'id': '683', 'kind': 'primary', 'name': 'Гимназии', 'parent_id': '6', 'short_id': 683}]",branch,,"Санкт-Петербург, Народного Ополчения проспект, 103",Школа,2025-11-25 15:10:10.063090,59.839967,30.267661,2
"{'building_id': '5348660212723049', 'building_name': None, 'components': array([{'number': '22', 'street': 'Трамвайный проспект', 'street_id': '5348763291878114', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Трамвайный проспект, 22",5348552838685662,"Школа Здоровья, средняя школа №269","{'lat': 59.854779, 'lon': 30.274246}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Трамвайный проспект, 22",Школа,2025-11-25 15:10:10.063090,59.854779,30.274246,2
"{'building_id': '5348660212723112', 'building_name': None, 'components': array([{'number': '123 к4', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","Ленинский проспект, 123 к4",5348552838686124,Средняя школа №503,"{'lat': 59.84972, 'lon': 30.262043}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Ленинский проспект, 123 к4",Школа,2025-11-25 15:10:10.063090,59.84972,30.262043,2
"{'building_id': '5348660212723067', 'building_name': None, 'components': array([{'number': '40', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 40",5348552838686188,"Средняя школа №538, с углубленным изучением информационных технологий","{'lat': 59.846509, 'lon': 30.275181}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, бульвар Новаторов, 40",Школа,2025-11-25 15:10:10.063090,59.846509,30.275181,2
"{'building_id': '5348660212725783', 'building_name': None, 'components': array([{'number': '107 к4 лит А', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198303'}","Стачек проспект, 107 к4",5348552838685902,Средняя школа №377,"{'lat': 59.855704, 'lon': 30.233695}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, Стачек проспект, 107 к4 лит А",Школа,2025-11-25 15:10:10.063090,59.855704,30.233695,2
"{'building_id': '5348660212723091', 'building_name': None, 'components': array([{'number': '34 к2', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198215'}","Дачный проспект, 34 к2",5348552838685693,Школа №274,"{'lat': 59.839589, 'lon': 30.263136}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-4 этаж,"Санкт-Петербург, Дачный проспект, 34 к2",Школа,2025-11-25 15:10:10.063090,59.839589,30.263136,2
"{'building_id': '5348660212723115', 'building_name': None, 'components': array([{'number': '43', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 43",5348552838686132,"Средняя школа №504, школа с углубленным изучением английского языка","{'lat': 59.846989, 'lon': 30.264361}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, бульвар Новаторов, 43",Школа,2025-11-25 15:10:10.063090,59.846989,30.264361,2
"{'building_id': '5348660212718671', 'building_name': None, 'components': array([{'number': '15', 'street': 'улица Зины Портновой', 'street_id': '5348763291878149', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","улица Зины Портновой, 15",5348552838686109,Средняя школа №493,"{'lat': 59.854595, 'lon': 30.252497}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Зины Портновой, 15",Школа,2025-11-25 15:10:10.063090,59.854595,30.252497,2
"{'building_id': '5348660212727675', 'building_name': None, 'components': array([{'number': '31', 'street': 'улица Танкиста Хрустицкого', 'street_id': '5348763291878317', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","улица Танкиста Хрустицкого, 31",5348552838686213,Средняя школа №551,"{'lat': 59.834478, 'lon': 30.255553}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Танкиста Хрустицкого, 31",Школа,2025-11-25 15:10:10.063090,59.834478,30.255553,-1
"{'building_id': '5348660212727731', 'building_name': None, 'components': array([{'number': '135 лит А', 'street': 'Народного Ополчения проспект', 'street_id': '5348763291878222', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","Народного Ополчения проспект, 135",5348552838685881,Гимназия №284,"{'lat': 59.835479, 'lon': 30.260295}","[{'alias': 'gimnazii', 'id': '683', 'kind': 'primary', 'name': 'Гимназии', 'parent_id': '6', 'short_id': 683}]",branch,,"Санкт-Петербург, Народного Ополчения проспект, 135 лит А",Школа,2025-11-25 15:10:10.063090,59.835479,30.260295,2
"{'building_id': '5348660212719639', 'building_name': None, 'components': array([{'number': '103 к2', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 103 к2",5348552838685528,Гимназия №261,"{'lat': 59.857345, 'lon': 30.242029}","[{'alias': 'gimnazii', 'id': '683', 'kind': 'primary', 'name': 'Гимназии', 'parent_id': '6', 'short_id': 683}]",branch,,"Санкт-Петербург, Стачек проспект, 103 к2",Школа,2025-11-25 15:10:10.063090,59.857345,30.242029,2
"{'building_id': '5348660212725768', 'building_name': None, 'components': array([{'number': '110 к3 лит А', 'street': 'Ленинский проспект', 'street_id': '5348763291878132', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198303'}","Ленинский проспект, 110 к3 лит А",5348552838685529,"Гимназия №261, начальная школа","{'lat': 59.854338, 'lon': 30.232137}","[{'alias': 'gimnazii', 'id': '683', 'kind': 'primary', 'name': 'Гимназии', 'parent_id': '6', 'short_id': 683}]",branch,,"Санкт-Петербург, Ленинский проспект, 110 к3 лит А",Школа,2025-11-25 15:10:10.063090,59.854338,30.232137,2
"{'building_id': '5348660212720572', 'building_name': None, 'components': array([{'number': '3 к2', 'street': 'улица Маршала Казакова', 'street_id': '5348763291878103', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","улица Маршала Казакова, 3 к2",5348552838685602,Средняя школа №264,"{'lat': 59.860743, 'lon': 30.244838}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-3 этаж,"Санкт-Петербург, улица Маршала Казакова, 3 к2",Школа,2025-11-25 15:10:10.063090,59.860743,30.244838,2
"{'building_id': '5348660212723049', 'building_name': None, 'components': array([{'number': '22', 'street': 'Трамвайный проспект', 'street_id': '5348763291878114', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Трамвайный проспект, 22",5348552838686270,Средняя школа №658,"{'lat': 59.854634, 'lon': 30.274198}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,1-4 этаж; левое крыло,,,2025-11-25 15:10:10.063090,59.854634,30.274198,2
"{'building_id': '5348660212720077', 'building_name': None, 'components': array([{'number': '24', 'street': 'Трамвайный проспект', 'street_id': '5348763291878114', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","Трамвайный проспект, 24",5348552838718942,Школа-интернат №2,"{'lat': 59.854878, 'lon': 30.277625}","[{'alias': 'specialnye_shkoly', 'id': '110311', 'kind': 'primary', 'name': 'Специальные школы', 'parent_id': '6', 'short_id': 110311}]",branch,,"Санкт-Петербург, Трамвайный проспект, 24",Школа-интернат,2025-11-25 15:10:10.063090,59.854878,30.277625,2
"{'building_id': '5348660212729093', 'building_name': None, 'components': array([{'number': '78', 'street': 'улица Лёни Голикова', 'street_id': '5348763291878327', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","улица Лёни Голикова, 78",5348552838718675,Школа №502,"{'lat': 59.83761, 'lon': 30.24559}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}]",branch,,"Санкт-Петербург, улица Лёни Голикова, 78",Школа,2025-11-25 15:10:10.063090,59.83761,30.24559,2
"{'building_id': '5348660212726865', 'building_name': None, 'components': array([{'number': '39', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 39",5348552840952962,"Школа разговорных языков, частная школа","{'lat': 59.843391, 'lon': 30.239698}","[{'alias': 'shkoly', 'id': '245', 'kind': 'primary', 'name': 'Школы', 'parent_id': '6', 'short_id': 245}
 {'alias': 'yazykovye_shkoly', 'id': '675', 'kind': 'additional', 'name': 'Языковые школы', 'parent_id': '6', 'short_id': 675}
 {'alias': 'kursy_robototekhniki', 'id': '112394', 'kind': 'additional', 'name': 'Курсы робототехники', 'parent_id': '2', 'short_id': 112394}]",branch,4 этаж,,,2025-11-25 15:10:10.063090,59.843391,30.239698,2
