address,address_name,id,name,point,rubrics,type,address_comment,full_name,purpose_name,_collected_at,lat,lon,cluster
"{'building_id': '5348660212719253', 'building_name': None, 'components': array([{'number': '32 к2', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 32 к2",5348552839887087,"Семейный очаг, кафе-ресторан","{'lat': 59.848444, 'lon': 30.270415}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}
 {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,1-2 этаж,"Санкт-Петербург, бульвар Новаторов, 32 к2",Ресторан,2025-11-25 15:09:43.574079,59.848444,30.270415,2
"{'building_id': '5348660212722480', 'building_name': None, 'components': array([{'number': '11', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 11",70000001056942471,"Samsa.uz, кафе","{'lat': 59.85101, 'lon': 30.267051}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,цокольный этаж,,,2025-11-25 15:09:43.574079,59.85101,30.267051,2
"{'building_id': '5348660212721792', 'building_name': 'ТК Французский бульвар', 'components': array([{'number': '11 к2 лит А', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 11 к2 лит А",5348552838545587,"буше, пекарня","{'lat': 59.850999, 'lon': 30.268572}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'pekarni', 'id': '111594', 'kind': 'primary', 'name': 'Пекарни', 'parent_id': '2', 'short_id': 111594}
 {'alias': 'kofejjni', 'id': '162', 'kind': 'additional', 'name': 'Кофейни', 'parent_id': '2', 'short_id': 162}
 {'alias': 'kafe_konditerskie', 'id': '112658', 'kind': 'additional', 'name': 'Кафе-кондитерские', 'parent_id': '2', 'short_id': 112658}]",branch,102 секция; 1 этаж,,,2025-11-25 15:09:43.574079,59.850999,30.268572,2
"{'building_id': '5348660212721792', 'building_name': 'ТК Французский бульвар', 'components': array([{'number': '11 к2 лит А', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 11 к2 лит А",70000001026720627,"На парах, ресторан здорового питания","{'lat': 59.850927, 'lon': 30.268538}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,2 этаж,,,2025-11-25 15:09:43.574079,59.850927,30.268538,2
"{'building_id': '5348660212722162', 'building_name': 'ТЦ Огни города', 'components': array([{'number': '32', 'street': 'улица Зины Портновой', 'street_id': '5348763291878149', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","улица Зины Портновой, 32",5348552838538295,"Buona Cucina, уютное кафе","{'lat': 59.852316, 'lon': 30.256669}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,1 этаж,,,2025-11-25 15:09:43.574079,59.852316,30.256669,2
"{'building_id': '5348660212726885', 'building_name': None, 'components': array([{'number': '9 к1', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","Дачный проспект, 9 к1",5348552838483359,"The Templet bar, ирландский паб","{'lat': 59.846476, 'lon': 30.245216}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,1 этаж,,,2025-11-25 15:09:43.574079,59.846476,30.245216,2
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",70000001057269994,"буше, пекарня","{'lat': 59.859168, 'lon': 30.24789}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'kafe_konditerskie', 'id': '112658', 'kind': 'primary', 'name': 'Кафе-кондитерские', 'parent_id': '2', 'short_id': 112658}
 {'alias': 'pekarni', 'id': '111594', 'kind': 'additional', 'name': 'Пекарни', 'parent_id': '2', 'short_id': 111594}
 {'alias': 'kofejjni', 'id': '162', 'kind': 'additional', 'name': 'Кофейни', 'parent_id': '2', 'short_id': 162}]",branch,1 этаж,,,2025-11-25 15:09:43.574079,59.859168,30.24789,2
"{'building_id': '5348660212722480', 'building_name': None, 'components': array([{'number': '11', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 11",5348552839815745,"Beer House, сеть баров","{'lat': 59.85063, 'lon': 30.267379}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}
 {'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,цокольный этаж,,,2025-11-25 15:09:43.574079,59.85063,30.267379,2
"{'building_id': '5348660212796602', 'building_name': None, 'components': array([{'number': '10', 'street': 'Народного Ополчения проспект', 'street_id': '5348763291878222', 'type': 'street_number'}],
      dtype=object), 'landmark_name': 'ЖК Современник', 'postcode': '198216'}","Народного Ополчения проспект, 10",70000001068041331,"Чито Гврито, ресторан грузинской кухни","{'lat': 59.851222, 'lon': 30.28205}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,,,,2025-11-25 15:09:43.574079,59.851222,30.28205,2
"{'building_id': '5348660212735288', 'building_name': None, 'components': array([{'number': '54', 'street': 'улица Зины Портновой', 'street_id': '5348763291878149', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198207'}","улица Зины Портновой, 54",70000001100809026,"Хлебник, пекарня","{'lat': 59.848399, 'lon': 30.256687}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'pekarni', 'id': '111594', 'kind': 'primary', 'name': 'Пекарни', 'parent_id': '2', 'short_id': 111594}
 {'alias': 'kofejjni', 'id': '162', 'kind': 'additional', 'name': 'Кофейни', 'parent_id': '2', 'short_id': 162}]",branch,,,,2025-11-25 15:09:43.574079,59.848399,30.256687,2
"{'building_id': '5348660212721792', 'building_name': 'ТК Французский бульвар', 'components': array([{'number': '11 к2 лит А', 'street': 'бульвар Новаторов', 'street_id': '5348763291878270', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198216'}","бульвар Новаторов, 11 к2 лит А",70000001095223420,"Вкусно — и точка, кафе","{'lat': 59.85084, 'lon': 30.268169}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,2 этаж,,,2025-11-25 15:09:43.574079,59.85084,30.268169,2
"{'building_id': '70030076457764552', 'building_name': None, 'components': array([{'number': '9 ст1', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","Дачный проспект, 9 ст1",70000001060035896,"Мароканд, чайхана","{'lat': 59.845923, 'lon': 30.246398}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'primary', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,,"Санкт-Петербург, Дачный проспект, 9 ст1","Кафе, бар",2025-11-25 15:09:43.574079,59.845923,30.246398,2
"{'building_id': '5348660212709542', 'building_name': None, 'components': array([{'number': '69', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Стачек проспект, 69",5348552838608773,"Dog & Duck, пивной бар","{'lat': 59.868983, 'lon': 30.259532}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",branch,,,,2025-11-25 15:09:43.574079,59.868983,30.259532,2
"{'building_id': '5348660212718171', 'building_name': None, 'components': array([{'number': '13', 'street': 'улица Маршала Казакова', 'street_id': '5348763291878103', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","улица Маршала Казакова, 13",5348553838667519,"Хачапурная-хинкальная, кафе","{'lat': 59.859974, 'lon': 30.237112}","[{'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'primary', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,,,,2025-11-25 15:09:43.574079,59.859974,30.237112,2
"{'building_id': '70030076138926092', 'building_name': None, 'components': array([{'number': '16а', 'street': 'дорога на Турухтанные острова', 'street_id': '5348763291878010', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","дорога на Турухтанные острова, 16а",5348552841577894,"Матросская тишина, кафе","{'lat': 59.868981, 'lon': 30.234492}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,,,,2025-11-25 15:09:43.574079,59.868981,30.234492,-1
"{'building_id': '5348660212709517', 'building_name': None, 'components': array([{'number': '20', 'street': 'Кронштадтская улица', 'street_id': '5348763291877811', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198096'}","Кронштадтская улица, 20",5348552838525252,"Берёзка, кафе","{'lat': 59.869007, 'lon': 30.257453}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,цокольный этаж,,,2025-11-25 15:09:43.574079,59.869007,30.257453,2
"{'building_id': '5348660212795790', 'building_name': None, 'components': array([{'number': '26Б', 'street': 'Народного Ополчения проспект', 'street_id': '5348763291878222', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198215'}","Народного Ополчения проспект, 26Б",5348552841485051,"Дачное, кафе","{'lat': 59.836376, 'lon': 30.269612}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,,"Санкт-Петербург, Народного Ополчения проспект, 26Б","Кафе, бар",2025-11-25 15:09:43.574079,59.836376,30.269612,2
"{'building_id': '5348660212731978', 'building_name': None, 'components': array([{'number': '56', 'street': 'проспект Ветеранов', 'street_id': '5348763291878152', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198255'}","проспект Ветеранов, 56",70000001069193706,Кафе,"{'lat': 59.838005, 'lon': 30.237943}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,7 этаж,,,2025-11-25 15:09:43.574079,59.838005,30.237943,2
"{'building_id': '5348660212687263', 'building_name': None, 'components': array([{'number': '1', 'street': 'улица Маршала Казакова', 'street_id': '5348763291878103', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","улица Маршала Казакова, 1",70000001098616099,"Окибат, кафе","{'lat': 59.860792, 'lon': 30.249504}","[{'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",branch,1 этаж,,,2025-11-25 15:09:43.574079,59.860792,30.249504,2
"{'building_id': '5348660212849189', 'building_name': None, 'components': array([{'number': '21 к1 лит А', 'street': 'Дачный проспект', 'street_id': '5348763291878163', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198217'}","Дачный проспект, 21 к1 лит А",70000001034384891,"Кебаб, кафе","{'lat': 59.840244, 'lon': 30.257047}","[{'alias': 'bystroe_pitanie', 'id': '165', 'kind': 'primary', 'name': 'Быстрое питание', 'parent_id': '2', 'short_id': 165}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,,,,2025-11-25 15:09:43.574079,59.840244,30.257047,2
"{'building_id': '5348660212718512', 'building_name': 'ТРК Континент', 'components': array([{'number': '99', 'street': 'Стачек проспект', 'street_id': '5348763291877487', 'type': 'street_number'}],
      dtype=object), 'landmark_name': None, 'postcode': '198302'}","Стачек проспект, 99",70000001075812733,"Double bubble tea, кафе","{'lat': 59.85866, 'lon': 30.247737}","[{'alias': 'kofejjni', 'id': '162', 'kind': 'primary', 'name': 'Кофейни', 'parent_id': '2', 'short_id': 162}
 {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",branch,3 этаж,,,2025-11-25 15:09:43.574079,59.85866,30.247737,2
